TABLE_NAME,COLUMN_NAME,DATA_TYPE,DESCRIPTION
BLOOD_DRAW_DATA,BLOOD_DRAW_DATA_PARTICIPANT_ID,,Every participant's Subject ID within the ARC Program. 
BLOOD_DRAW_DATA,BLOOD_DRAW_DATA_PLATELET_COUNT_10_3_MM3,,Measure from CBC on whole blood sample. Quest Diagnostics.
BLOOD_DRAW_DATA,BLOOD_DRAW_DATA_POTASSIUM_MMOL_L,,Measure from CMP on serum sample. Quest Diagnostics.
BLOOD_DRAW_DATA,BLOOD_DRAW_DATA_RDW,,Measure from CBC on whole blood sample. Quest Diagnostics.
BLOOD_DRAW_DATA,BLOOD_DRAW_DATA_RED_BLOOD_CELL_COUNT_10_6_MM3,,Measure from CBC on whole blood sample. Quest Diagnostics.
BLOOD_DRAW_DATA,BLOOD_DRAW_DATA_SGOT_AST_U_L,,Measure from CMP on Serum Sample. Quest Diagnostics. 
BLOOD_DRAW_DATA,BLOOD_DRAW_DATA_SGPT_AST_U_L,,Measure from CMP on Serum Sample. Quest Diagnostics.
BLOOD_DRAW_DATA,BLOOD_DRAW_DATA_SODIUM_MMOL_L,,Measure from CMP on serum sample. Quest Diagnostics.
BLOOD_DRAW_DATA,BLOOD_DRAW_DATA_TOTAL_PROTEIN_G_DL,,Measure from CMP on serum sample. Quest Diagnostics.
BLOOD_DRAW_DATA,BLOOD_DRAW_DATA_WHITE_BLOOD_CELL_COUNT_10_3_MM3,,Measure from CBC on whole blood sample. Quest Diagnostics.
CLINICAL_TRIAL_DATA,CLINICAL_TRIAL_PARTICIPATION_DATE_REPORTED_DATE,,Date when participant submitted trial information to the program
CLINICAL_TRIAL_DATA,CLINICAL_TRIAL_PARTICIPATION_DATE_REPORTED_MONTH,,Month when participant submitted trial information to the program
CLINICAL_TRIAL_DATA,CLINICAL_TRIAL_PARTICIPATION_DATE_REPORTED_QUARTER,,Quarter when participant submitted trial information to the program
CLINICAL_TRIAL_DATA,CLINICAL_TRIAL_PARTICIPATION_DATE_REPORTED_RAW,,Full date + time when participant submitted trial information to the program
CLINICAL_TRIAL_DATA,CLINICAL_TRIAL_PARTICIPATION_DATE_REPORTED_TIME,,Time when participant submitted trial information to the program
CLINICAL_TRIAL_DATA,CLINICAL_TRIAL_PARTICIPATION_DATE_REPORTED_WEEK,,Beginning (Monday) date of week when participant submitted trial information to the program
CLINICAL_TRIAL_DATA,CLINICAL_TRIAL_PARTICIPATION_DATE_REPORTED_YEAR,,Year when participant submitted trial information to the program
CLINICAL_TRIAL_DATA,CLINICAL_TRIAL_PARTICIPATION_NCT_NUMBER,,ID of the Clinical Trial
CLINICAL_TRIAL_DATA,CLINICAL_TRIAL_PARTICIPATION_PARTICIPANT_ID,,Every participant's Subject ID within the ARC Program. 
CLINICAL_TRIAL_DATA,CLINICAL_TRIAL_PARTICIPATION_TRIAL_JOINED_DATE_DATE,,Date when participant began participating in the trial
CLINICAL_TRIAL_DATA,CLINICAL_TRIAL_PARTICIPATION_TRIAL_JOINED_DATE_MONTH,,Month when participant began participating in the trial
CLINICAL_TRIAL_DATA,CLINICAL_TRIAL_PARTICIPATION_TRIAL_JOINED_DATE_QUARTER,,Quarter when participant began participating in the trial
CLINICAL_TRIAL_DATA,CLINICAL_TRIAL_PARTICIPATION_TRIAL_JOINED_DATE_RAW,,Full date + time when participant began participating in the trial
CLINICAL_TRIAL_DATA,CLINICAL_TRIAL_PARTICIPATION_TRIAL_JOINED_DATE_TIME,,Time when participant began participating in the trial
CLINICAL_TRIAL_DATA,CLINICAL_TRIAL_PARTICIPATION_TRIAL_JOINED_DATE_WEEK,,Beginning (Monday) date of week when participant began participating in the trial
CLINICAL_TRIAL_DATA,CLINICAL_TRIAL_PARTICIPATION_TRIAL_JOINED_DATE_YEAR,,Year when participant began participating in the trial
CLINICAL_TRIAL_DATA,CLINICAL_TRIAL_PARTICIPATION_TRIAL_LINK,,Link to the Clinical Trial
CLINICAL_TRIAL_DATA,CLINICAL_TRIAL_PARTICIPATION_TRIAL_NAME,,Name of the clinical trial participated in
CLINICAL_TRIAL_DATA,CLINICAL_TRIAL_PARTICIPATION_TRIAL_STOPPED_DATE_DATE,,Time when participant stopped participating in the trial
CLINICAL_TRIAL_DATA,CLINICAL_TRIAL_PARTICIPATION_TRIAL_STOPPED_DATE_MONTH,,Month when participant stopped participating in the trial
CLINICAL_TRIAL_DATA,CLINICAL_TRIAL_PARTICIPATION_TRIAL_STOPPED_DATE_QUARTER,,Quarter when participant stopped participating in the trial
CLINICAL_TRIAL_DATA,CLINICAL_TRIAL_PARTICIPATION_TRIAL_STOPPED_DATE_RAW,,Full date + time when participant stopped participating in the trial
CLINICAL_TRIAL_DATA,CLINICAL_TRIAL_PARTICIPATION_TRIAL_STOPPED_DATE_TIME,,Time when participant stopped participating in the trial
CLINICAL_TRIAL_DATA,CLINICAL_TRIAL_PARTICIPATION_TRIAL_STOPPED_DATE_WEEK,,Beginning (Monday) date of week when participant stopped participating in the trial
CLINICAL_TRIAL_DATA,CLINICAL_TRIAL_PARTICIPATION_TRIAL_STOPPED_DATE_YEAR,,Year when participant stopped participating in the trial
DRUG_ASSIGNMENT_DATA,DRUG_ASSIGNMENT_DATA_ACTIVE_INGREDIENT,,Active ingredient(s) of the drug. 
DRUG_ASSIGNMENT_DATA,DRUG_ASSIGNMENT_DATA_CUSTOM_DOSAGE,,Custom dosage provided by participant if their dosage regimen was not offered. 
DRUG_ASSIGNMENT_DATA,DRUG_ASSIGNMENT_DATA_CUSTOM_FORM,,Custom form of drug used by participant if their drug form was not offered. 
DRUG_ASSIGNMENT_DATA,DRUG_ASSIGNMENT_DATA_DOSAGE_ID,,Internal ID for the dosage regimen for a given drug.
DRUG_ASSIGNMENT_DATA,DRUG_ASSIGNMENT_DATA_DRUG_DOSAGE,,Dosage regimen for given drug. 
DRUG_ASSIGNMENT_DATA,DRUG_ASSIGNMENT_DATA_DRUG_FORM,,Physical form for given drug.
DRUG_ASSIGNMENT_DATA,DRUG_ASSIGNMENT_DATA_DRUG_ID,,"For internal use, ID for a given drug."
DRUG_ASSIGNMENT_DATA,DRUG_ASSIGNMENT_DATA_DRUG_NAME,,Name of the drug taken by participant
DRUG_ASSIGNMENT_DATA,DRUG_ASSIGNMENT_DATA_END_DATE_DATE,,Date when participant reports stopping drug regimen  
DRUG_ASSIGNMENT_DATA,DRUG_ASSIGNMENT_DATA_END_DATE_MONTH,,Month when participant reports stopping drug regimen  
DRUG_ASSIGNMENT_DATA,DRUG_ASSIGNMENT_DATA_END_DATE_QUARTER,,Quarter when participant reports stopping drug regimen  
DRUG_ASSIGNMENT_DATA,DRUG_ASSIGNMENT_DATA_END_DATE_RAW,,Full date + time when participant reports stopping drug regimen  
DRUG_ASSIGNMENT_DATA,DRUG_ASSIGNMENT_DATA_END_DATE_TIME,,Time when participant reports stopping drug regimen  
DRUG_ASSIGNMENT_DATA,DRUG_ASSIGNMENT_DATA_END_DATE_WEEK,,Beginning (Monday) date of the week when participant reports stopping drug regimen  
DRUG_ASSIGNMENT_DATA,DRUG_ASSIGNMENT_DATA_END_DATE_YEAR,,Year when participant reports stopping drug regimen  
DRUG_ASSIGNMENT_DATA,DRUG_ASSIGNMENT_DATA_ENTRY_DATE_DATE,,Date timestamp when data was inputed
DRUG_ASSIGNMENT_DATA,DRUG_ASSIGNMENT_DATA_ENTRY_DATE_MONTH,,Month when data was inputed
DRUG_ASSIGNMENT_DATA,DRUG_ASSIGNMENT_DATA_ENTRY_DATE_QUARTER,,Quarter when data was inputed
DRUG_ASSIGNMENT_DATA,DRUG_ASSIGNMENT_DATA_ENTRY_DATE_RAW,,Full date + time when data was inputed
DRUG_ASSIGNMENT_DATA,DRUG_ASSIGNMENT_DATA_ENTRY_DATE_TIME,,Time when data was inputed
DRUG_ASSIGNMENT_DATA,DRUG_ASSIGNMENT_DATA_ENTRY_DATE_WEEK,,Beginning (Monday) date of the week when data was inputed
DRUG_ASSIGNMENT_DATA,DRUG_ASSIGNMENT_DATA_ENTRY_DATE_YEAR,,Year when data was inputed
DRUG_ASSIGNMENT_DATA,DRUG_ASSIGNMENT_DATA_PARTICIPANT_ID,,Every participant's Subject ID within the ARC Program. 
DRUG_ASSIGNMENT_DATA,DRUG_ASSIGNMENT_DATA_START_DATE_DATE,,Date when participant reports starts drug regimen
DRUG_ASSIGNMENT_DATA,DRUG_ASSIGNMENT_DATA_START_DATE_MONTH,,Month when participant reports starts drug regimen
DRUG_ASSIGNMENT_DATA,DRUG_ASSIGNMENT_DATA_START_DATE_QUARTER,,Quarter when participant reports starts drug regimen
DRUG_ASSIGNMENT_DATA,DRUG_ASSIGNMENT_DATA_START_DATE_RAW,,Full date + time when participant reports starts drug regimen
DRUG_ASSIGNMENT_DATA,DRUG_ASSIGNMENT_DATA_START_DATE_TIME,,Time when participant reports starts drug regimen
DRUG_ASSIGNMENT_DATA,DRUG_ASSIGNMENT_DATA_START_DATE_WEEK,,Beginning (Monday) date of the week when participant reports starts drug regimen
DRUG_ASSIGNMENT_DATA,DRUG_ASSIGNMENT_DATA_START_DATE_YEAR,,Year when participant reports starts drug regimen
GENOMIC_SILVER_LAYER_PART,PARTICIPANT_VARIANT_DATA_FILTER,,"Indicates which filters have failed (semicolon-separated), PASS or MISSING. Variant Call Format (VCF) documentation: https://samtools.github.io/hts-specs/VCFv4.2.pdf"
GENOMIC_SILVER_LAYER_PART,PARTICIPANT_VARIANT_DATA_GENOTYPE_1,,"Presence of mutation in Allele 1, along with variant possibilty. (E.g., 0/1 means no mutation in allele 1 and first variant possibilty in allele 2.) From participant VCF."
GENOMIC_SILVER_LAYER_PART,PARTICIPANT_VARIANT_DATA_GENOTYPE_2,,"Presence of mutation in Allele 2, along with variant possibilty. (E.g., 0/1 means no mutation in allele 1 and first variant possibilty in allele 2.) From participant VCF."
GENOMIC_SILVER_LAYER_PART,PARTICIPANT_VARIANT_DATA_PARTICIPANT_ID,,Every participant's Subject ID within the ARC Program. 
GENOMIC_SILVER_LAYER_PART,PARTICIPANT_VARIANT_DATA_PT_ALLELE_1_ALT,,DNA Alternative base for Allele 1 found in participant sequencing.
GENOMIC_SILVER_LAYER_PART,PARTICIPANT_VARIANT_DATA_PT_ALLELE_2_ALT,,DNA Alternative base for Allele 2 found in participant sequencing. 
GENOMIC_SILVER_LAYER_PART,PARTICIPANT_VARIANT_DATA_PT_REFERENCE_BASE,,DNA Reference base from participant sequencing data. 
GENOMIC_SILVER_LAYER_PART,PARTICIPANT_VARIANT_DATA_QUALITY,,"phred-scaled quality score for the assertion made in ALT. In other words, it's: 10log_10 prob(call in ALT is wrong). Quality score that is on a log scale. 100 means 1 in 10^10 chance of error. Variant Call Format (VCF) documentation: https://samtools.github.io/hts-specs/VCFv4.2.pdf"
GENOMIC_SILVER_LAYER_PART,PARTICIPANT_VARIANT_DATA_RSID_FROM_PT_DATA,,Sample ID used by the Broad Institute
GENOMIC_SILVER_LAYER_PART,PARTICIPANT_VARIANT_DATA_SAMPLE_ID,,rsID from participant genomic data. 
STRANALYSIS,STR_ANALYSIS_ALLELE_1_MAX_CONFIDENCE_INTERVAL,,ExpansionHunters upper conficence interval for Allele 1
STRANALYSIS,STR_ANALYSIS_ALLELE_1_MIN_CONFIDENCE_INTERVAL,,ExpansionHunters lower conficence interval for Allele 1
STRANALYSIS,STR_ANALYSIS_ALLELE_1_REPEAT_COUNT,,Repeat count for the longer allele
STRANALYSIS,STR_ANALYSIS_ALLELE_1_REPEAT_STATUS,,"Normal, Intermediate, Pathogenic, or No Conditions met (this occurs when repeat count falls in an undefined range from the STRipy database)"
STRANALYSIS,STR_ANALYSIS_ALLELE_2_MAX_CONFIDENCE_INTERVAL,,ExpansionHunters upper conficence interval for Allele 2
STRANALYSIS,STR_ANALYSIS_ALLELE_2_MIN_CONFIDENCE_INTERVAL,,ExpansionHunters lower conficence interval for Allele 2
STRANALYSIS,STR_ANALYSIS_ALLELE_2_REPEAT_COUNT,,Repeat count for the longer allele
STRANALYSIS,STR_ANALYSIS_ALLELE_2_REPEAT_STATUS,,"Normal, Intermediate, Pathogenic, or No Conditions met (this occurs when repeat count falls in an undefined range from the STRipy database)"
STRANALYSIS,STR_ANALYSIS_COVERAGE,,"Value based on how many reads were mapped to the expansion loci, partially mapped reads (flanking) give partial values"
STRANALYSIS,STR_ANALYSIS_DISEASE,,Disease associated with particular expansion
STRANALYSIS,STR_ANALYSIS_INTERMEDIATE,,Repeat range that might be pathogenic
STRANALYSIS,STR_ANALYSIS_LOCATION,,"Defines if the expansion is in a coding, intronic, or 3',5' UTR"
STRANALYSIS,STR_ANALYSIS_NORMAL,,Repeat range considered normal
STRANALYSIS,STR_ANALYSIS_NOTES,,"Flags participant IDs that had to be manually renamed (SM-9J498 = 1, SM9J49F = 2, ALSSP133 = 3)"
STRANALYSIS,STR_ANALYSIS_PARTICIPANT_ID,,Every participant's Subject ID within the ARC Program. 
STRANALYSIS,STR_ANALYSIS_PATHOGENIC,,Repeat range that is pathogenic
STRANALYSIS,STR_ANALYSIS_REFERENCE_REGION_HG19,,Human genome build hg19 coordinates
STRANALYSIS,STR_ANALYSIS_REFERENCE_REGION_HG38,,Human genome build hg38 coordinates
STRANALYSIS,STR_ANALYSIS_REPEAT_TYPE,,"Repeat structure (standard, imperfect, replaced)"
STRANALYSIS,STR_ANALYSIS_REPEAT_UNIT,,Nucleotide motif that is repeated
STRANALYSIS,STR_ANALYSIS_STRIPY_URL,,"Gene included in ExpansionHunter analysis. Several genes have multiple loci analysed (e.g. CNBP, CNBP_CA, CNBP_CAGA)"
STRANALYSIS,STR_ANALYSIS_STR_GENE,,"URL for the STRipy database, curated by the creators of ExpansionHunter. Repeat count cut-offs were taken from the STRipy database"
SUBJECT_DATA_RRV_2,PARTICIPANT_DATA_AGE_AT_DEATH,,Age of participant at death
SUBJECT_DATA_RRV_2,PARTICIPANT_DATA_AGE_AT_SIGN_UP,,Age of participant at sign up for the ARC study
SUBJECT_DATA_RRV_2,PARTICIPANT_DATA_BIRTH_DATE_YEAR,,Birth year of the participant 
SUBJECT_DATA_RRV_2,PARTICIPANT_DATA_C9ORF72_STATUS_SELF_REPORTED_YES_NO,,Participant reported status of carrying a C9orf72 Mutation
SUBJECT_DATA_RRV_2,PARTICIPANT_DATA_C9ORF72_STATUS_TDI_REPORTED,,ALSTDI reported status of carrying a C9orf72 Mutation
SUBJECT_DATA_RRV_2,PARTICIPANT_DATA_COUNTRY,,The country in which the participant lives
SUBJECT_DATA_RRV_2,PARTICIPANT_DATA_CURRENT_AGE,,The current age of the participant
SUBJECT_DATA_RRV_2,PARTICIPANT_DATA_DAYS_SINCE_SIGNUP,,Days since the participant signed up for the ARC program
SUBJECT_DATA_RRV_2,PARTICIPANT_DATA_DECEASED_DATE_YEAR,,Years since the participant signed up for the ARC program
SUBJECT_DATA_RRV_2,PARTICIPANT_DATA_DECEASED_YES_NO,,Whether or not the participant is deceased
SUBJECT_DATA_RRV_2,PARTICIPANT_DATA_DIAGNOSIS,,Death year of the participant
SUBJECT_DATA_RRV_2,PARTICIPANT_DATA_DRUG_ID,,"The diagnosis status of the participant: Definitive, Probable, Possible, Suspected, Healthy"
SUBJECT_DATA_RRV_2,PARTICIPANT_DATA_ETHNICITY,,"For internal use, ID for a given drug."
SUBJECT_DATA_RRV_2,PARTICIPANT_DATA_FAMILY_WITH_ALS,,The ethnicity of the participant
SUBJECT_DATA_RRV_2,PARTICIPANT_DATA_FORMAL_DIAGNOSIS_DATE_DATE,,"Whether or not the participant has family members with ALS, past or present"
SUBJECT_DATA_RRV_2,PARTICIPANT_DATA_FORMAL_DIAGNOSIS_DATE_MONTH,,The date when the participant received their formal diagnosis. 
SUBJECT_DATA_RRV_2,PARTICIPANT_DATA_FORMAL_DIAGNOSIS_DATE_QUARTER,,The month when the participant received their formal diagnosis. 
SUBJECT_DATA_RRV_2,PARTICIPANT_DATA_FORMAL_DIAGNOSIS_DATE_RAW,,The quarter when the participant received their formal diagnosis. 
SUBJECT_DATA_RRV_2,PARTICIPANT_DATA_FORMAL_DIAGNOSIS_DATE_YEAR,,The full date + time when the participant received their formal diagnosis. 
SUBJECT_DATA_RRV_2,PARTICIPANT_DATA_HAS_3_OR_MORE_DATA_POINTS_YES_NO,,The year when the participant received their formal diagnosis. 
SUBJECT_DATA_RRV_2,PARTICIPANT_DATA_HAS_GENOMIC_DATA_YES_NO,,Whether or not the participant has 3 or more data points for any one task.
SUBJECT_DATA_RRV_2,PARTICIPANT_DATA_ONSET_AGE,,Whether or not the participant has genomic data available
SUBJECT_DATA_RRV_2,PARTICIPANT_DATA_ONSET_DATE_DATE,,The participant's onset age for ALS
SUBJECT_DATA_RRV_2,PARTICIPANT_DATA_ONSET_DATE_DAY_OF_WEEK,,The date of a participant's onset of ALS
SUBJECT_DATA_RRV_2,PARTICIPANT_DATA_ONSET_DATE_MONTH,,The day of week of a participant's onset of ALS
SUBJECT_DATA_RRV_2,PARTICIPANT_DATA_ONSET_DATE_QUARTER,,The month of a participant's onset of ALS
SUBJECT_DATA_RRV_2,PARTICIPANT_DATA_ONSET_DATE_RAW,,The quarter of a participant's onset of ALS
SUBJECT_DATA_RRV_2,PARTICIPANT_DATA_ONSET_DATE_TIME,,The full date + time of a participant's onset of ALS
SUBJECT_DATA_RRV_2,PARTICIPANT_DATA_ONSET_DATE_WEEK,,The time of a participant's onset of ALS
SUBJECT_DATA_RRV_2,PARTICIPANT_DATA_ONSET_DATE_YEAR,,The beginning (Monday) date of the week of a participant's onset of ALS
SUBJECT_DATA_RRV_2,PARTICIPANT_DATA_ONSET_SITE,,The year of a participant's onset of ALS
SUBJECT_DATA_RRV_2,PARTICIPANT_DATA_ONSET_SITE_UNNESTED,,The area of the body where the onset of ALS occurred for the participant (in list form)
SUBJECT_DATA_RRV_2,PARTICIPANT_DATA_PARTICIPANT_ID,,The area of the body where the onset of ALS occurred for the participant (unnested)
SUBJECT_DATA_RRV_2,PARTICIPANT_DATA_PARTICIPANT_TYPE,,Every participant's Subject ID within the ARC Program. 
SUBJECT_DATA_RRV_2,PARTICIPANT_DATA_POSSIBLE_DIAGNOSIS_DATE_DATE,,"The identified participant Type given their diagnosis: ALS Patient, Healthy Volunteer, Reversal, or Asymptomatic Carrier"
SUBJECT_DATA_RRV_2,PARTICIPANT_DATA_POSSIBLE_DIAGNOSIS_DATE_MONTH,,The date when the participant received their possible diagnosis. 
SUBJECT_DATA_RRV_2,PARTICIPANT_DATA_POSSIBLE_DIAGNOSIS_DATE_QUARTER,,The month when the participant received their possible diagnosis. 
SUBJECT_DATA_RRV_2,PARTICIPANT_DATA_POSSIBLE_DIAGNOSIS_DATE_RAW,,The quarter when the participant received their possible diagnosis. 
SUBJECT_DATA_RRV_2,PARTICIPANT_DATA_POSSIBLE_DIAGNOSIS_DATE_YEAR,,The full date + time when the participant received their possible diagnosis. 
SUBJECT_DATA_RRV_2,PARTICIPANT_DATA_REGION,,The year when the participant received their possible diagnosis. 
SUBJECT_DATA_RRV_2,PARTICIPANT_DATA_SEX,,The region where the participant lives
SUBJECT_DATA_RRV_2,PARTICIPANT_DATA_SIGN_UP_DATE_DATE,,The participant's Sex 
SUBJECT_DATA_RRV_2,PARTICIPANT_DATA_SIGN_UP_DATE_DAY_OF_WEEK,,The date of when the participant signed up for the ARC program 
SUBJECT_DATA_RRV_2,PARTICIPANT_DATA_SIGN_UP_DATE_MONTH,,The day of week when the participant signed up for the ARC program 
SUBJECT_DATA_RRV_2,PARTICIPANT_DATA_SIGN_UP_DATE_QUARTER,,The month of when the participant signed up for the ARC program 
SUBJECT_DATA_RRV_2,PARTICIPANT_DATA_SIGN_UP_DATE_RAW,,The quarter of when the participant signed up for the ARC program 
SUBJECT_DATA_RRV_2,PARTICIPANT_DATA_SIGN_UP_DATE_TIME,,The full date + time of when the participant signed up for the ARC program 
SUBJECT_DATA_RRV_2,PARTICIPANT_DATA_SIGN_UP_DATE_WEEK,,The time of when the participant signed up for the ARC program 
SUBJECT_DATA_RRV_2,PARTICIPANT_DATA_SIGN_UP_DATE_YEAR,,The beginning (Monday) date of the week of when the participant signed up for the ARC program 
SUBJECT_DATA_RRV_2,PARTICIPANT_DATA_TOTAL_ALSFRS,,The year of when the participant signed up for the ARC program 
SUBJECT_DATA_RRV_2,PARTICIPANT_DATA_TOTAL_BLOOD_DRAW,,Total amount of Als Frs forms completed for a participant 
SUBJECT_DATA_RRV_2,PARTICIPANT_DATA_TOTAL_TRACKER,,Total amount of blood draws for a participant
SUBJECT_DATA_RRV_2,PARTICIPANT_DATA_TOTAL_VOICE_RECORDING,,Total amount of tracker exercises a participant has done
SUBJECT_DATA_RRV_2,PARTICIPANT_DATA_YEARS_SINCE_SIGNUP,,Total amount of voice recordings a person has done
SUBJECT_PROTOCOL_STATUS_DATA,PARTICIPANT_PROTOCOL_STATUS_DATA_PARTICIPANT_ID,,Every participant's Subject ID within the ARC Program. 
SUBJECT_PROTOCOL_STATUS_DATA,PARTICIPANT_PROTOCOL_STATUS_DATA_PARTICIPANT_STATUS_NAME,,"Status of participant's ability to sign up. Qualified, pending, not qualified"
SUBJECT_PROTOCOL_STATUS_DATA,PARTICIPANT_PROTOCOL_STATUS_DATA_PROTOCOL_CREATED_DATE,,Date when Protocol was created
SUBJECT_PROTOCOL_STATUS_DATA,PARTICIPANT_PROTOCOL_STATUS_DATA_PROTOCOL_CREATED_MONTH,,Month when Protocol was created
SUBJECT_PROTOCOL_STATUS_DATA,PARTICIPANT_PROTOCOL_STATUS_DATA_PROTOCOL_CREATED_QUARTER,,Quarter when Protocol was created
SUBJECT_PROTOCOL_STATUS_DATA,PARTICIPANT_PROTOCOL_STATUS_DATA_PROTOCOL_CREATED_RAW,,Full date + time when Protocol was created
SUBJECT_PROTOCOL_STATUS_DATA,PARTICIPANT_PROTOCOL_STATUS_DATA_PROTOCOL_CREATED_TIME,,Time when Protocol was created
SUBJECT_PROTOCOL_STATUS_DATA,PARTICIPANT_PROTOCOL_STATUS_DATA_PROTOCOL_CREATED_WEEK,,Beginning (Monday) date of week when Protocol was created
SUBJECT_PROTOCOL_STATUS_DATA,PARTICIPANT_PROTOCOL_STATUS_DATA_PROTOCOL_CREATED_YEAR,,Year when Protocol was created
SUBJECT_PROTOCOL_STATUS_DATA,PARTICIPANT_PROTOCOL_STATUS_DATA_PROTOCOL_NAME,,Name of protocol participant is enrolled into. Translation or Proteomics
SUBJECT_TRACKER_DATA,PARTICIPANT_TRACKER_DATA_ASSIGNED_DATE,,Date when trackers were assigned to a participant
SUBJECT_TRACKER_DATA,PARTICIPANT_TRACKER_DATA_ASSIGNED_MONTH,,Month when trackers were assigned to a participant
SUBJECT_TRACKER_DATA,PARTICIPANT_TRACKER_DATA_ASSIGNED_QUARTER,,Quarter when trackers were assigned to a participant
SUBJECT_TRACKER_DATA,PARTICIPANT_TRACKER_DATA_ASSIGNED_RAW,,Full date + time when trackers were assigned to a participant
SUBJECT_TRACKER_DATA,PARTICIPANT_TRACKER_DATA_ASSIGNED_TIME,,Time when trackers were assigned to a participant
SUBJECT_TRACKER_DATA,PARTICIPANT_TRACKER_DATA_ASSIGNED_WEEK,,Beginning (Monday) date of week when trackers were assigned to a participant
SUBJECT_TRACKER_DATA,PARTICIPANT_TRACKER_DATA_ASSIGNED_YEAR,,Year when trackers were assigned to a participant
SUBJECT_TRACKER_DATA,PARTICIPANT_TRACKER_DATA_DATE_GIVEN_DATE,,Date when trackers were received by the participant
SUBJECT_TRACKER_DATA,PARTICIPANT_TRACKER_DATA_DATE_GIVEN_MONTH,,Month when trackers were received by the participant
SUBJECT_TRACKER_DATA,PARTICIPANT_TRACKER_DATA_DATE_GIVEN_QUARTER,,Quarter when trackers were received by the participant
SUBJECT_TRACKER_DATA,PARTICIPANT_TRACKER_DATA_DATE_GIVEN_RAW,,Full date + time when trackers were received by the participant
SUBJECT_TRACKER_DATA,PARTICIPANT_TRACKER_DATA_DATE_GIVEN_TIME,,Time when trackers were received by the participant
SUBJECT_TRACKER_DATA,PARTICIPANT_TRACKER_DATA_DATE_GIVEN_WEEK,,Beginning (Monday) date of week when trackers were received by the participant
SUBJECT_TRACKER_DATA,PARTICIPANT_TRACKER_DATA_DATE_GIVEN_YEAR,,Year when trackers were received by the participant
SUBJECT_TRACKER_DATA,PARTICIPANT_TRACKER_DATA_DATE_RETURN_DATE,,Date when trackers were returned to TDI
SUBJECT_TRACKER_DATA,PARTICIPANT_TRACKER_DATA_DATE_RETURN_MONTH,,Month when trackers were returned to TDI
SUBJECT_TRACKER_DATA,PARTICIPANT_TRACKER_DATA_DATE_RETURN_QUARTER,,Quarter when trackers were returned to TDI
SUBJECT_TRACKER_DATA,PARTICIPANT_TRACKER_DATA_DATE_RETURN_RAW,,Full date + time when trackers were returned to TDI
SUBJECT_TRACKER_DATA,PARTICIPANT_TRACKER_DATA_DATE_RETURN_TIME,,Time when trackers were returned to TDI
SUBJECT_TRACKER_DATA,PARTICIPANT_TRACKER_DATA_DATE_RETURN_WEEK,,Beginning (Monday) date of week when trackers were returned to TDI
SUBJECT_TRACKER_DATA,PARTICIPANT_TRACKER_DATA_DATE_RETURN_YEAR,,Year when trackers were returned to TDI
SUBJECT_TRACKER_DATA,PARTICIPANT_TRACKER_DATA_ISOLATIONS,,"Tracker's exercise isolation details. Contains subject form ID, start timestamp, limb assignment, end timestamp"
SUBJECT_TRACKER_DATA,PARTICIPANT_TRACKER_DATA_LIMB_ASSIGNMENT,,The limb that the tracker was assigned to
SUBJECT_TRACKER_DATA,PARTICIPANT_TRACKER_DATA_PARTICIPANT_ID,,Every participant's Subject ID within the ARC Program. 
SUBJECT_TRACKER_DATA,PARTICIPANT_TRACKER_DATA_PARTICIPANT_TRACKER_ID,,Unique ID assigned to a participant/tracker/date combination
SUBJECT_TRACKER_DATA,PARTICIPANT_TRACKER_DATA_TRACKER_ID,,Internal ID of the Tracker assigned
SUBJECT_TRACKER_DATA,PARTICIPANT_TRACKER_DATA_TRACKER_SERIAL_NUMBER,,Serial number of the tracker assigned
SUPPLEMENT_ASSIGNMENT_DATA,SUPPLEMENT_ASSIGNMENT_DATA_CUSTOM_SERVING_SIZE,,Custom Serving size of supplement as reported by participant
SUPPLEMENT_ASSIGNMENT_DATA,SUPPLEMENT_ASSIGNMENT_DATA_CUSTOM_SERVING_SIZE_UNIT,,Custom Serving size unit (physical form) of supplement as reported by participant 
SUPPLEMENT_ASSIGNMENT_DATA,SUPPLEMENT_ASSIGNMENT_DATA_END_DATE_DATE,,Participant's reported end date for use of a given supplement 
SUPPLEMENT_ASSIGNMENT_DATA,SUPPLEMENT_ASSIGNMENT_DATA_END_DATE_MONTH,,Participant's reported end month for use of a given supplement 
SUPPLEMENT_ASSIGNMENT_DATA,SUPPLEMENT_ASSIGNMENT_DATA_END_DATE_QUARTER,,Participant's reported end date quarter for use of a given supplement 
SUPPLEMENT_ASSIGNMENT_DATA,SUPPLEMENT_ASSIGNMENT_DATA_END_DATE_RAW,,Participant's reported full end date + time for use of a given supplement 
SUPPLEMENT_ASSIGNMENT_DATA,SUPPLEMENT_ASSIGNMENT_DATA_END_DATE_TIME,,Participant's reported end time for use of a given supplement 
SUPPLEMENT_ASSIGNMENT_DATA,SUPPLEMENT_ASSIGNMENT_DATA_END_DATE_WEEK,,Participant's reported end week (uses Monday date) for use of a given supplement 
SUPPLEMENT_ASSIGNMENT_DATA,SUPPLEMENT_ASSIGNMENT_DATA_END_DATE_YEAR,,Participant's reported end year for use of a given supplement 
SUPPLEMENT_ASSIGNMENT_DATA,SUPPLEMENT_ASSIGNMENT_DATA_PARTICIPANT_ID,,Every participant's Subject ID within the ARC Program. 
