TABLE_NAME,COLUMN_NAME,DATA_TYPE,DESCRIPTION
SUPPLEMENT_ASSIGNMENT_DATA,SUPPLEMENT_ASSIGNMENT_DATA_SERVING_SIZE,,"Entered by TDI, Serving size of a given supplement. "
SUPPLEMENT_ASSIGNMENT_DATA,SUPPLEMENT_ASSIGNMENT_DATA_SERVING_SIZE_UNIT,,"Entered by TDI, Serving size of a given supplement. "
SUPPLEMENT_ASSIGNMENT_DATA,SUPPLEMENT_ASSIGNMENT_DATA_START_DATE_DATE,,Participant's reported start date for use of a given supplement 
SUPPLEMENT_ASSIGNMENT_DATA,SUPPLEMENT_ASSIGNMENT_DATA_START_DATE_MONTH,,Participant's reported start month for use of a given supplement 
SUPPLEMENT_ASSIGNMENT_DATA,SUPPLEMENT_ASSIGNMENT_DATA_START_DATE_QUARTER,,Participant's reported start quarter for use of a given supplement 
SUPPLEMENT_ASSIGNMENT_DATA,SUPPLEMENT_ASSIGNMENT_DATA_START_DATE_RAW,,Participant's reported full start date + time for use of a given supplement 
SUPPLEMENT_ASSIGNMENT_DATA,SUPPLEMENT_ASSIGNMENT_DATA_START_DATE_TIME,,Participant's reported start time for use of a given supplement 
SUPPLEMENT_ASSIGNMENT_DATA,SUPPLEMENT_ASSIGNMENT_DATA_START_DATE_WEEK,,Participant's reported start week (uses Monday date) for use of a given supplement 
SUPPLEMENT_ASSIGNMENT_DATA,SUPPLEMENT_ASSIGNMENT_DATA_START_DATE_YEAR,,Participant's reported start year for use of a given supplement 
SUPPLEMENT_ASSIGNMENT_DATA,SUPPLEMENT_ASSIGNMENT_DATA_SUPPLEMENT_ASSIGNMENT_FREQUENCY,,Frequency per day of taking given supplement.
SUPPLEMENT_ASSIGNMENT_DATA,SUPPLEMENT_ASSIGNMENT_DATA_SUPPLEMENT_BRAND_NAME,,Supplement brand name
SUPPLEMENT_ASSIGNMENT_DATA,SUPPLEMENT_ASSIGNMENT_DATA_SUPPLEMENT_ID,,"For internal use, ID of a given supplement."
SUPPLEMENT_ASSIGNMENT_DATA,SUPPLEMENT_ASSIGNMENT_DATA_SUPPLEMENT_NET_CONTENTS,,Physical form of the supplement
SUPPLEMENT_ASSIGNMENT_DATA,SUPPLEMENT_ASSIGNMENT_DATA_SUPPLEMENT_NET_CONTENT_UNIT,,Total amount of supplement unit in a given container
SUPPLEMENT_ASSIGNMENT_DATA,SUPPLEMENT_ASSIGNMENT_DATA_SUPPLEMENT_PRODUCT_NAME,,Supplement generic name
SURVEY_DATA,SURVEY_DATA_ANSWER_ID,,Number ID of the specific answer submission
SURVEY_DATA,SURVEY_DATA_ANSWER_VALUE,,Participant's response to the given survey question
SURVEY_DATA,SURVEY_DATA_DATE_SUBMITTED_DATE,,The date when the answers to the survey were submitted
SURVEY_DATA,SURVEY_DATA_DATE_SUBMITTED_MONTH,,The month when the answers to the survey were submitted
SURVEY_DATA,SURVEY_DATA_DATE_SUBMITTED_QUARTER,,The quarter when the answers to the survey were submitted
SURVEY_DATA,SURVEY_DATA_DATE_SUBMITTED_RAW,,The full date + time when the answers to the survey were submitted
SURVEY_DATA,SURVEY_DATA_DATE_SUBMITTED_TIME,,The time when the answers to the survey were submitted
SURVEY_DATA,SURVEY_DATA_DATE_SUBMITTED_WEEK,,The beginning (Monday) date of week when the answers to the survey were submitted
SURVEY_DATA,SURVEY_DATA_DATE_SUBMITTED_YEAR,,The year when the answers to the survey were submitted
SURVEY_DATA,SURVEY_DATA_PARENT_QUESTION_TITLE,,"If there is a subquestion is tied to another question, i.e. if it is a reoccuring question or relies on the context of previous question, this field will provide the title of the connected question"
SURVEY_DATA,SURVEY_DATA_PARTICIPANT_ID,,Every participant's Subject ID within the ARC Program. 
SURVEY_DATA,SURVEY_DATA_QUESTION_ID,,Number ID of the Survey question
SURVEY_DATA,SURVEY_DATA_QUESTION_TITLE,,The survey question provided
SURVEY_DATA,SURVEY_DATA_RESPONSE_ID,,Number ID of the survey submission
SURVEY_DATA,SURVEY_DATA_RESPONSE_ROUTE,,"If the survey parent question has multiple fields to respond to , i.e. click yes or no on the following you've experienced: Allergies, asthma,etc., the answer pipe will show you which part of the question the given answer value is responding to. Numbers values and 'nan' can be ignored. "
SURVEY_DATA,SURVEY_DATA_SURVEY_TITLE,,The title of the given survery
TRACKER_EXERCISE_ISOLATIONS,TRACKER_EXERCISE_ISOLATIONS_END_TIME_DATE,,Date when the participant finished completeing the tracker exercises
TRACKER_EXERCISE_ISOLATIONS,TRACKER_EXERCISE_ISOLATIONS_END_TIME_MONTH,,Month when the participant finished completeing the tracker exercises
TRACKER_EXERCISE_ISOLATIONS,TRACKER_EXERCISE_ISOLATIONS_END_TIME_QUARTER,,Quarter when the participant finished completeing the tracker exercises
TRACKER_EXERCISE_ISOLATIONS,TRACKER_EXERCISE_ISOLATIONS_END_TIME_RAW,,Full date + time when the participant finished completeing the tracker exercises
TRACKER_EXERCISE_ISOLATIONS,TRACKER_EXERCISE_ISOLATIONS_END_TIME_TIME,,Time when the participant finished completeing the tracker exercises
TRACKER_EXERCISE_ISOLATIONS,TRACKER_EXERCISE_ISOLATIONS_END_TIME_WEEK,,Beginning (Monday) date of week when the participant finished completeing the tracker exercises
TRACKER_EXERCISE_ISOLATIONS,TRACKER_EXERCISE_ISOLATIONS_END_TIME_YEAR,,Year when the participant finished completeing the tracker exercises
TRACKER_EXERCISE_ISOLATIONS,TRACKER_EXERCISE_ISOLATIONS_START_TIME_DATE,,Date when the participant began doing the tracker exercises
TRACKER_EXERCISE_ISOLATIONS,TRACKER_EXERCISE_ISOLATIONS_START_TIME_MONTH,,Month when the participant began doing the tracker exercises
TRACKER_EXERCISE_ISOLATIONS,TRACKER_EXERCISE_ISOLATIONS_START_TIME_QUARTER,,Quarter when the participant began doing the tracker exercises
TRACKER_EXERCISE_ISOLATIONS,TRACKER_EXERCISE_ISOLATIONS_START_TIME_RAW,,Full date + time when the participant began doing the tracker exercises
TRACKER_EXERCISE_ISOLATIONS,TRACKER_EXERCISE_ISOLATIONS_START_TIME_TIME,,Time when the participant began doing the tracker exercises
TRACKER_EXERCISE_ISOLATIONS,TRACKER_EXERCISE_ISOLATIONS_START_TIME_WEEK,,Beginning (Monday) date of week when the participant began doing the tracker exercises
TRACKER_EXERCISE_ISOLATIONS,TRACKER_EXERCISE_ISOLATIONS_START_TIME_YEAR,,Year when the participant began doing the tracker exercises
TRACKER_EXERCISE_ISOLATIONS,TRACKER_EXERCISE_ISOLATIONS_SUBJECT_TRACKER_ID,,ID given to participant/tracker pairing.
VOICE_RECORDING_DATA,VOICE_RECORDING_DATA_DATE_COMPLETED_DATE,,Date when voice recording was done
VOICE_RECORDING_DATA,VOICE_RECORDING_DATA_DATE_COMPLETED_MONTH,,Month when voice recording was done
VOICE_RECORDING_DATA,VOICE_RECORDING_DATA_DATE_COMPLETED_QUARTER,,Quarter when voice recording was done
VOICE_RECORDING_DATA,VOICE_RECORDING_DATA_DATE_COMPLETED_RAW,,Full date + time when voice recording was done
VOICE_RECORDING_DATA,VOICE_RECORDING_DATA_DATE_COMPLETED_TIME,,Time when voice recording was done
VOICE_RECORDING_DATA,VOICE_RECORDING_DATA_DATE_COMPLETED_WEEK,,Beginning (Monday) date of week when voice recording was done
VOICE_RECORDING_DATA,VOICE_RECORDING_DATA_DATE_COMPLETED_YEAR,,Year when voice recording was done
VOICE_RECORDING_DATA,VOICE_RECORDING_DATA_DAYS_SINCE_ONSET_FROM_RECORDING,,Days since onset from voice recording completion date. 
VOICE_RECORDING_DATA,VOICE_RECORDING_DATA_DAYS_SINCE_SIGN_UP_FROM_RECORDING,,Days since signup from voice recording completion date. 
VOICE_RECORDING_DATA,VOICE_RECORDING_DATA_FILE_MP3,,the file name of the mp3 recording of the specific voice recording
VOICE_RECORDING_DATA,VOICE_RECORDING_DATA_FILE_WAV,,the file name of the wav recording of the specific voice recording
VOICE_RECORDING_DATA,VOICE_RECORDING_DATA_PARTICIPANT_ID,,Every participant's Subject ID within the ARC Program. 
VOICE_RECORDING_DATA,VOICE_RECORDING_DATA_RECORDING_ID,,Internal ID of the recording
VOICE_RECORDING_DATA,VOICE_RECORDING_DATA_SCORE,,"Score generated by predictive machine learning model. Score is based on ""I owe you a yo-yo today"" phrases only."
VOICE_RECORDING_DATA__PHRASES,VOICE_RECORDING_DATA_PHRASES_PHRASE_ID,INT,Internal ID for a phrase given during voice recording
VOICE_RECORDING_DATA__PHRASES,VOICE_RECORDING_DATA_PHRASES_PHRASE_TEXT,VARCHAR,Text of one phrase assigned to a voice recording session
VOICE_RECORDING_DATA__PHRASES,VOICE_RECORDING_DATA_PHRASES_RECORDING_PHRASE_ORDER,FLOAT,Where the phrase appeared in a given voice recording session.
